frame,player_number,x1,y1,x2,y2
2,ID 1,802,467,872,562
2,Player 5,845,187,880,247
2,ID 4,398,421,463,498
2,Player 21,151,265,202,347
2,Player 3,1092,344,1142,440
2,ID 10,727,194,763,262
2,ID 11,1142,254,1189,339
2,Player 4,530,428,578,518
2,Player 14,494,431,539,519
3,ID 1,811,465,880,559
3,Player 5,856,187,891,248
3,ID 4,403,418,469,498
3,Player 21,161,264,212,347
3,Player 3,1095,343,1146,439
3,ID 10,735,193,772,262
3,ID 11,1150,255,1196,340
3,Player 4,530,428,577,517
3,Player 14,497,432,539,514
3,ID 17,513,455,533,519
4,ID 1,821,463,887,552
4,Player 5,868,185,903,248
4,ID 4,411,417,477,498
4,Player 21,172,264,223,347
4,Player 3,1086,343,1137,438
4,ID 10,746,192,784,263
4,ID 11,1158,256,1203,340
4,Player 4,530,429,576,515
4,Player 14,499,433,540,513
4,ID 17,514,461,532,518
5,ID 1,831,461,892,545
5,Player 5,880,184,915,248
5,ID 4,422,415,488,498
5,Player 21,182,264,233,347
5,Player 3,1085,343,1136,440
5,ID 10,756,192,794,264
5,ID 11,1167,257,1211,340
5,Player 4,531,428,577,517
5,Player 14,498,434,538,510
5,Player 13,478,161,517,226
6,ID 1,836,460,899,545
6,Player 5,890,184,925,248
6,ID 4,428,414,495,498
6,Player 21,190,266,240,347
6,Player 3,1090,346,1140,441
6,ID 10,767,192,805,265
6,ID 11,1177,256,1221,340
6,Player 4,536,426,582,515
6,Player 14,500,436,541,514
6,Player 13,488,160,528,226
7,ID 1,844,457,907,544
7,Player 5,899,184,936,248
7,ID 4,433,412,502,498
7,Player 21,197,266,246,346
7,Player 3,1096,347,1145,442
7,ID 10,779,193,817,266
7,ID 11,1188,255,1233,340
7,Player 4,541,423,587,514
7,Player 14,501,440,543,517
7,Player 13,500,159,540,225
8,ID 1,852,454,918,544
8,Player 5,910,184,947,249
8,ID 4,439,411,507,497
8,Player 21,205,266,253,345
8,Player 3,1109,348,1155,438
8,ID 10,790,195,827,266
8,ID 11,1198,255,1244,340
8,Player 4,548,420,595,512
8,Player 14,505,441,546,519
8,Player 13,512,158,551,224
8,ID 48,713,224,750,297
9,ID 1,858,450,927,546
9,Player 5,921,185,958,250
9,ID 4,448,411,516,497
9,Player 21,214,264,262,345
9,Player 3,1113,346,1159,439
9,ID 10,800,196,835,266
9,ID 11,1207,255,1254,342
9,Player 4,554,416,599,508
9,Player 14,508,442,549,519
9,Player 13,523,158,562,225
9,ID 48,725,224,762,297
10,ID 1,866,448,933,540
10,Player 5,931,185,968,251
10,ID 4,456,411,521,494
10,Player 21,225,263,273,345
10,Player 3,1118,346,1166,442
10,ID 10,809,196,844,266
10,ID 11,1217,257,1264,343
10,Player 4,560,414,604,505
10,Player 14,512,439,556,520
10,Player 13,536,157,574,225
10,ID 48,739,224,776,297
11,ID 1,873,446,939,535
11,Player 5,940,185,976,251
11,ID 4,463,410,527,493
11,Player 21,235,263,283,345
11,Player 3,1125,344,1174,441
11,ID 10,819,197,853,266
11,ID 11,1229,258,1276,344
11,Player 4,567,412,612,503
11,Player 14,514,440,558,520
11,Player 13,548,157,587,225
11,ID 48,753,224,790,298
12,ID 1,880,444,944,532
12,Player 5,951,185,986,250
12,ID 4,470,409,529,486
12,Player 21,242,262,290,344
12,Player 3,1129,344,1179,440
12,ID 10,829,196,864,267
12,ID 11,1237,260,1279,345
12,Player 4,572,410,618,506
12,Player 13,562,158,600,225
12,ID 48,766,224,803,297
13,ID 1,884,444,947,532
13,Player 5,961,185,997,250
13,ID 4,476,409,534,484
13,Player 21,250,263,299,344
13,Player 3,1122,346,1172,440
13,ID 10,840,196,875,268
13,ID 11,1242,261,1279,345
13,Player 4,573,409,624,513
13,Player 13,576,158,613,226
13,ID 48,778,225,814,297
14,ID 1,890,444,953,533
14,Player 5,973,184,1008,251
14,ID 4,488,410,543,478
14,Player 21,259,264,307,344
14,Player 3,1127,348,1178,440
14,ID 10,849,196,885,268
14,ID 11,1251,259,1279,336
14,Player 4,576,409,629,516
14,Player 13,587,159,625,226
15,ID 1,896,442,959,534
15,Player 5,983,185,1018,251
15,ID 4,497,411,553,481
15,Player 21,266,265,312,344
15,Player 3,1130,351,1181,441
15,ID 10,858,196,894,268
15,ID 11,1260,260,1279,335
15,Player 4,583,408,633,511
15,Player 13,600,160,637,227
15,ID 48,803,225,839,297
15,Player 16,535,157,570,217
16,ID 1,902,441,966,532
16,Player 5,992,186,1028,251
16,ID 4,502,414,559,487
16,Player 21,271,265,316,344
16,Player 3,1134,352,1184,443
16,ID 10,867,197,904,269
16,Player 4,587,408,635,505
16,Player 14,525,440,568,515
16,Player 13,612,161,649,227
16,ID 48,814,225,850,297
16,Player 16,546,157,582,218
16,Player 11,733,99,763,150
17,ID 1,908,439,972,530
17,Player 5,1002,188,1038,252
17,ID 4,509,414,566,487
17,Player 21,277,263,323,346
17,Player 3,1143,353,1193,445
17,ID 10,877,199,914,270
17,Player 4,589,407,636,506
17,Player 14,527,440,570,515
17,Player 13,623,161,660,228
17,Player 16,557,158,592,219
17,Player 11,744,99,774,151
17,ID 85,908,440,941,509
17,Player 18,516,415,576,508
17,Player 1,1078,128,1108,182
18,ID 1,909,437,971,526
18,Player 5,1013,190,1048,252
18,Player 21,286,263,331,347
18,Player 3,1145,353,1195,445
18,ID 10,885,201,921,271
18,Player 4,593,407,638,503
18,Player 13,634,162,671,229
18,Player 16,568,158,602,219
18,Player 11,755,100,785,151
18,ID 85,908,438,948,522
18,Player 18,536,415,584,491
18,Player 1,1087,131,1118,185
18,ID 90,909,479,931,526
19,ID 1,913,437,975,526
19,Player 5,1022,191,1057,253
19,Player 21,292,263,337,348
19,Player 3,1148,353,1198,448
19,ID 10,892,201,927,271
19,Player 4,597,407,640,502
19,Player 13,644,162,680,229
19,Player 16,579,158,612,220
19,Player 11,766,100,796,152
19,ID 85,910,437,953,527
19,Player 18,540,416,585,488
19,Player 1,1099,134,1130,187
19,ID 90,909,478,932,526
19,ID 92,516,448,580,511
20,ID 1,915,437,976,526
20,Player 5,1028,192,1063,254
20,Player 21,297,265,343,348
20,Player 3,1153,352,1204,448
20,ID 10,898,202,932,271
20,Player 4,601,407,644,502
20,Player 14,510,450,549,518
20,Player 13,655,162,690,230
20,Player 16,589,159,622,221
20,Player 11,777,101,807,153
20,ID 85,912,435,957,531
20,Player 18,546,417,593,490
20,Player 1,1112,136,1142,189
20,ID 92,518,447,582,512
21,ID 1,914,437,974,526
21,Player 5,1035,191,1070,255
21,Player 21,304,267,349,349
21,Player 3,1156,353,1207,448
21,ID 10,906,202,941,274
21,Player 4,605,407,646,502
21,Player 14,507,453,547,523
21,Player 13,664,163,698,231
21,ID 48,863,227,900,303
21,Player 16,600,159,632,222
21,Player 11,788,101,817,154
21,Player 18,553,417,599,490
21,Player 1,1123,138,1154,190
22,ID 1,916,437,976,526
22,Player 5,1045,191,1079,255
22,Player 21,311,268,355,350
22,Player 3,1156,353,1208,447
22,ID 10,914,202,948,274
22,Player 4,610,406,652,505
22,Player 14,507,455,546,523
22,Player 13,674,163,708,232
22,ID 48,873,229,910,304
22,Player 16,608,160,640,222
22,Player 11,798,101,827,155
22,Player 18,556,416,603,490
22,Player 1,1134,140,1165,192
22,ID 92,501,455,565,520
23,ID 1,917,435,979,527
23,Player 5,1053,191,1088,258
23,Player 21,317,269,359,350
23,Player 3,1155,354,1208,448
23,ID 10,921,202,956,275
23,Player 4,616,405,660,509
23,Player 13,683,163,716,232
23,ID 48,882,231,919,305
23,Player 16,617,161,648,223
23,Player 11,808,101,836,156
23,Player 18,560,415,607,489
23,Player 1,1145,140,1176,192
23,ID 92,502,457,567,522
24,ID 1,916,433,978,525
24,Player 5,1060,192,1093,258
24,Player 21,320,269,361,350
24,Player 3,1155,357,1209,448
24,ID 10,927,203,961,276
24,Player 4,620,404,665,509
24,Player 14,513,458,550,522
24,Player 13,691,163,724,233
24,ID 48,891,231,927,305
24,Player 16,624,162,656,224
24,Player 11,814,101,843,156
24,Player 18,564,413,611,488
24,Player 1,1153,140,1185,193
24,ID 92,499,458,565,525
25,ID 1,911,431,973,522
25,Player 5,1063,193,1097,258
25,Player 21,320,268,361,350
25,Player 3,1155,358,1209,449
25,ID 10,930,206,962,276
25,Player 4,621,403,667,508
25,Player 14,516,459,555,522
25,Player 13,696,163,728,233
25,ID 48,897,232,933,306
25,Player 16,630,162,662,224
25,Player 11,819,101,848,157
25,Player 18,565,412,613,487
25,Player 1,1159,139,1192,195
25,Player 8,974,92,991,138
26,ID 1,905,430,966,520
26,Player 5,1066,195,1098,256
26,Player 21,319,267,359,351
26,Player 3,1156,359,1202,439
26,ID 10,931,207,962,276
26,Player 4,621,403,667,506
26,Player 14,513,460,551,521
26,Player 13,699,163,732,234
26,ID 48,907,233,942,306
26,Player 16,634,163,666,224
26,Player 11,822,102,851,157
26,Player 18,561,411,609,487
26,Player 1,1163,138,1196,195
26,Player 8,976,91,993,139
27,ID 1,907,429,967,518
27,Player 5,1065,197,1096,255
27,Player 21,314,267,355,352
27,Player 3,1148,360,1197,445
27,ID 10,929,208,959,274
27,Player 4,617,404,664,506
27,Player 14,510,459,550,521
27,Player 13,700,163,733,235
27,Player 16,635,163,667,224
27,Player 11,825,103,853,158
27,ID 85,898,430,941,521
27,Player 18,557,412,605,487
27,Player 1,1166,137,1200,195
27,Player 8,977,91,994,137
28,Player 5,1062,199,1093,258
28,Player 21,309,268,350,352
28,Player 3,1141,359,1190,448
28,ID 10,926,209,954,275
28,Player 4,612,406,656,500
28,Player 14,502,458,544,522
28,Player 13,700,164,733,235
28,Player 16,635,163,666,224
28,Player 11,825,104,853,158
28,ID 85,886,430,929,521
28,Player 18,556,414,604,488
28,Player 1,1168,137,1202,196
28,Player 8,975,91,993,140
29,Player 5,1059,200,1090,259
29,Player 21,305,268,346,352
29,Player 3,1129,358,1180,449
29,ID 10,922,209,950,275
29,Player 4,602,409,645,501
29,Player 14,493,454,539,522
29,Player 13,700,164,733,235
29,Player 16,634,162,663,223
29,Player 11,825,105,853,158
29,ID 85,877,429,922,520
29,Player 18,554,416,601,487
29,Player 1,1171,137,1205,196
29,Player 8,974,93,991,140
30,Player 5,1056,199,1086,260
30,Player 21,301,270,341,353
30,Player 3,1117,359,1168,450
30,ID 10,919,208,946,275
30,Player 4,594,411,639,504
30,Player 14,485,450,535,524
30,Player 13,699,164,731,234
30,Player 16,632,162,660,223
30,Player 11,824,106,851,158
30,ID 85,874,429,920,520
30,Player 18,552,416,599,486
30,Player 1,1172,137,1206,197
30,Player 8,972,93,990,140
31,Player 5,1052,197,1083,260
31,Player 21,297,270,336,354
31,Player 3,1107,360,1157,448
31,ID 10,915,209,942,275
31,Player 4,591,413,635,502
31,Player 14,479,447,533,525
31,Player 13,697,163,729,233
31,Player 16,630,162,657,223
31,Player 11,823,106,850,158
31,Player 18,549,414,598,487
31,Player 1,1172,138,1206,197
31,ID 90,834,432,875,516
31,Player 8,971,94,988,140
32,Player 5,1049,198,1078,261
32,Player 21,293,270,331,353
32,Player 3,1097,363,1147,448
32,ID 10,917,209,944,275
32,Player 4,590,413,634,502
32,Player 14,476,444,531,526
32,Player 13,695,163,725,232
32,Player 16,627,162,654,224
32,Player 11,821,104,847,157
32,Player 18,546,412,597,488
32,Player 1,1172,139,1205,198
32,ID 90,823,427,867,512
32,Player 8,969,95,986,141
33,Player 5,1044,197,1074,262
33,Player 21,288,270,325,353
33,Player 3,1090,364,1140,448
33,Player 14,472,441,527,526
33,Player 13,692,163,721,232
33,Player 16,622,162,649,224
33,Player 11,819,104,845,157
33,Player 18,547,408,602,492
33,Player 1,1172,140,1204,198
33,ID 90,817,423,862,511
33,Player 8,967,95,984,140
34,Player 5,1040,197,1070,263
34,Player 21,282,270,319,356
34,Player 3,1085,364,1135,448
34,Player 4,571,425,610,505
34,Player 14,466,438,522,525
34,Player 13,689,163,717,232
34,Player 16,619,162,646,225
34,Player 11,817,104,843,157
34,Player 18,545,405,605,497
34,Player 1,1170,141,1203,198
34,ID 90,810,422,859,517
34,Player 8,964,96,981,141
35,Player 5,1037,198,1067,264
35,Player 21,277,270,314,356
35,Player 3,1082,363,1131,448
35,Player 4,570,410,611,498
35,Player 14,461,435,517,525
35,Player 13,685,163,712,232
35,Player 16,616,162,643,225
35,Player 11,814,102,840,157
35,Player 18,538,406,601,503
35,Player 1,1170,141,1202,198
35,ID 90,798,419,847,518
35,Player 8,962,95,980,141
35,Player 15,888,210,913,282
36,Player 5,1033,199,1063,264
36,Player 21,270,272,306,357
36,Player 3,1078,361,1128,449
36,Player 4,572,405,611,491
36,Player 14,456,432,514,525
36,Player 13,682,163,709,233
36,Player 16,615,163,641,225
36,Player 11,811,102,837,157
36,Player 18,531,407,593,504
36,Player 1,1169,141,1202,198
36,ID 90,789,416,836,514
36,Player 8,961,95,978,141
36,Player 15,884,211,908,280
37,Player 5,1031,200,1059,264
37,Player 21,262,273,300,357
37,Player 3,1079,359,1121,433
37,Player 4,574,404,611,486
37,Player 14,453,430,511,525
37,Player 13,680,163,707,233
37,Player 16,613,163,640,225
37,Player 11,809,102,835,158
37,Player 18,525,408,587,505
37,Player 1,1170,141,1202,198
37,ID 90,778,414,824,510
37,Player 8,959,94,978,141
37,Player 15,880,210,905,279
38,Player 5,1028,201,1057,264
38,Player 21,256,274,294,357
38,Player 3,1078,357,1116,426
38,Player 4,578,406,613,485
38,Player 14,450,428,510,527
38,Player 13,677,163,705,233
38,Player 16,611,164,638,225
38,Player 11,807,103,833,158
38,Player 18,521,407,584,504
38,Player 1,1171,140,1204,198
38,ID 90,766,413,811,509
38,Player 8,958,94,977,142
38,Player 15,877,210,901,278
38,ID 115,1069,387,1096,448
39,Player 5,1026,201,1055,264
39,Player 21,251,276,290,357
39,Player 3,1074,357,1111,424
39,Player 4,581,407,616,485
39,Player 14,447,427,507,530
39,Player 13,676,164,704,233
39,Player 16,609,164,637,226
39,Player 11,805,103,832,159
39,Player 18,519,407,583,505
39,Player 1,1172,140,1204,198
39,ID 90,758,410,805,508
39,Player 8,957,94,976,142
39,Player 15,873,209,897,278
39,ID 115,1068,386,1095,448
39,ID 116,1060,357,1109,446
39,ID 117,1266,285,1279,368
40,Player 5,1024,200,1053,265
40,Player 21,248,276,288,358
40,Player 4,583,409,618,486
40,Player 14,445,427,505,533
40,Player 13,674,164,703,233
40,Player 16,607,164,635,226
40,Player 11,804,104,830,159
40,Player 18,516,406,579,505
40,Player 1,1173,139,1205,199
40,Player 8,956,94,975,143
40,Player 15,868,209,893,280
40,ID 115,1057,390,1084,448
40,ID 116,1062,357,1105,435
40,ID 117,1263,283,1278,367
41,Player 5,1022,200,1051,266
41,Player 21,246,276,286,358
41,Player 4,586,410,621,487
41,Player 14,443,428,502,533
41,Player 13,673,165,702,234
41,Player 16,605,165,632,227
41,Player 11,803,104,829,159
41,Player 18,511,403,574,504
41,Player 1,1174,139,1206,199
41,ID 90,726,416,769,502
41,Player 8,955,94,973,143
41,Player 15,863,211,889,282
41,ID 115,1048,394,1073,448
41,ID 116,1063,358,1102,432
41,ID 117,1260,281,1275,367
41,ID 122,742,418,770,481
42,ID 1,1036,387,1078,451
42,Player 5,1019,201,1048,267
42,Player 21,244,275,285,359
42,Player 4,589,410,627,488
42,Player 14,440,429,498,534
42,Player 13,671,165,701,234
42,Player 16,603,164,630,227
42,Player 11,803,105,828,160
42,Player 18,507,401,569,503
42,Player 1,1175,140,1206,199
42,ID 90,711,419,755,506
42,Player 8,953,95,972,144
42,Player 15,858,212,884,284
42,ID 115,1043,397,1067,449
42,ID 116,1059,361,1097,432
42,ID 117,1257,280,1272,367
42,ID 122,740,419,768,480
43,ID 1,1035,369,1089,451
43,Player 5,1016,202,1045,268
43,Player 21,242,275,284,358
43,Player 4,590,408,628,487
43,Player 14,437,430,495,535
43,Player 13,669,166,699,234
43,Player 16,602,164,629,227
43,Player 11,802,105,828,160
43,Player 18,502,398,562,502
43,Player 1,1175,141,1206,199
43,ID 90,702,422,747,509
43,Player 8,952,95,971,144
43,Player 15,854,214,880,284
43,ID 115,1037,399,1061,449
43,ID 116,1057,362,1094,429
43,ID 117,1251,281,1268,368
44,ID 1,1045,366,1091,438
44,Player 5,1013,204,1042,269
44,Player 21,240,274,282,358
44,Player 4,593,407,632,486
44,Player 14,433,430,492,536
44,Player 13,666,166,697,235
44,Player 16,601,165,626,228
44,Player 11,801,106,827,161
44,Player 18,497,397,555,502
44,Player 1,1175,143,1205,201
44,ID 90,699,436,740,511
44,Player 8,950,96,970,145
44,Player 15,851,216,876,285
44,ID 117,1248,280,1265,368
45,ID 1,1050,366,1089,431
45,Player 5,1010,205,1038,270
45,Player 21,238,274,279,359
45,Player 3,1030,381,1072,455
45,Player 4,597,405,637,485
45,Player 14,430,429,489,536
45,Player 13,665,166,694,235
45,Player 16,598,165,623,229
45,Player 11,799,107,825,161
45,Player 18,491,396,548,501
45,Player 1,1175,145,1205,201
45,ID 90,689,427,736,510
45,Player 8,949,98,968,146
45,Player 15,845,217,870,285
45,ID 116,1036,367,1080,447
45,Player 7,1225,283,1271,369
46,ID 1,1056,362,1095,426
46,Player 5,1006,205,1035,270
46,Player 21,234,273,274,358
46,Player 3,1024,374,1070,455
46,Player 4,607,403,649,484
46,Player 14,426,429,486,537
46,Player 13,661,166,690,236
46,Player 16,595,166,620,229
46,Player 11,798,107,823,161
46,Player 18,484,396,539,501
46,Player 1,1175,147,1204,202
46,ID 90,679,423,729,509
46,Player 8,947,98,966,146
46,Player 15,839,218,864,286
46,ID 115,1028,401,1054,455
46,ID 116,1035,368,1078,447
46,Player 7,1220,284,1266,371
47,Player 5,1003,205,1030,270
47,Player 21,231,272,269,358
47,Player 3,1021,370,1068,454
47,Player 4,610,402,653,484
47,Player 14,423,429,483,537
47,Player 13,658,166,686,236
47,Player 16,590,166,616,229
47,Player 11,798,107,820,155
47,Player 18,477,396,529,499
47,Player 1,1174,148,1203,203
47,ID 90,670,419,722,506
47,Player 8,945,98,964,146
47,Player 15,833,217,858,286
47,ID 115,1023,402,1050,456
47,ID 116,1031,370,1073,449
47,Player 7,1216,286,1261,372
48,Player 5,998,206,1025,271
48,Player 21,227,272,264,357
48,Player 3,1017,369,1066,455
48,Player 4,610,399,655,485
48,Player 13,654,167,681,236
48,Player 16,586,167,612,230
48,Player 11,795,107,818,159
48,Player 18,469,397,520,500
48,Player 1,1172,149,1203,203
48,ID 90,663,415,714,500
48,Player 8,943,98,961,146
48,Player 15,826,217,852,287
48,Player 7,1211,287,1255,373
48,ID 129,446,432,478,498
48,ID 131,423,464,468,540
49,Player 5,992,205,1020,271
49,Player 21,222,272,258,358
49,Player 3,1013,370,1063,458
49,Player 4,612,397,657,482
49,Player 13,650,166,677,236
49,Player 16,582,167,609,230
49,Player 11,791,107,815,161
49,Player 18,463,400,512,502
49,Player 1,1170,149,1201,204
49,ID 90,655,413,706,499
49,Player 8,940,98,959,146
49,Player 15,819,217,846,288
49,ID 122,680,410,706,467
49,Player 7,1204,289,1247,372
49,ID 129,441,433,474,502
49,ID 131,418,465,464,542
50,Player 5,986,205,1014,272
50,Player 21,216,272,251,358
50,Player 3,1007,372,1058,460
50,Player 4,615,395,657,476
50,Player 13,645,167,671,237
50,Player 16,579,167,606,230
50,Player 11,789,108,812,162
50,Player 18,457,403,504,504
50,Player 1,1168,148,1201,204
50,Player 8,937,98,956,147
50,Player 15,811,218,839,291
50,ID 122,674,407,701,468
50,Player 7,1197,289,1240,373
50,ID 129,439,434,472,505
50,ID 131,414,468,459,543
50,Player 9,655,443,690,494
51,Player 5,980,207,1008,274
51,Player 21,209,273,243,359
51,Player 3,1000,374,1052,463
51,Player 4,614,394,655,473
51,Player 13,638,167,665,237
51,Player 16,574,168,601,231
51,Player 11,784,108,807,163
51,Player 18,451,404,498,505
51,Player 1,1166,148,1200,205
51,Player 8,933,99,951,147
51,Player 15,804,219,833,291
51,ID 122,669,404,696,466
51,Player 7,1189,289,1233,376
51,ID 129,431,440,464,510
51,ID 131,410,471,454,544
51,Player 9,649,439,686,494
52,Player 5,974,208,1002,275
52,Player 21,201,273,236,360
52,Player 3,994,377,1047,465
52,Player 4,614,393,654,472
52,Player 14,400,440,457,543
52,Player 13,632,168,659,238
52,Player 16,569,169,597,231
52,Player 11,779,109,802,164
52,Player 18,446,403,491,505
52,Player 1,1164,147,1198,205
52,ID 90,646,401,687,467
52,Player 8,929,101,947,148
52,Player 15,796,221,826,292
52,ID 122,662,400,690,463
52,Player 7,1179,290,1224,378
52,ID 129,427,443,460,513
52,ID 131,407,473,450,545
52,Player 9,639,420,688,493
53,Player 5,969,211,996,276
53,Player 21,194,274,229,361
53,Player 3,989,380,1042,467
53,Player 4,611,392,653,475
53,Player 14,395,441,452,544
53,Player 13,625,169,653,238
53,Player 16,564,169,592,232
53,Player 11,773,110,796,165
53,Player 18,440,401,485,505
53,Player 1,1161,147,1197,205
53,ID 90,639,398,679,463
53,Player 8,925,103,943,150
53,Player 15,788,223,817,293
53,ID 122,655,399,683,461
53,Player 7,1170,291,1215,379
53,Player 9,634,403,691,489
54,Player 5,962,211,990,276
54,Player 21,188,275,222,362
54,Player 3,984,381,1038,470
54,Player 4,609,390,652,473
54,Player 14,391,441,447,545
54,Player 13,619,170,647,239
54,Player 16,558,169,586,232
54,Player 11,768,111,790,165
54,Player 18,432,401,475,504
54,Player 1,1159,147,1194,206
54,Player 8,920,103,938,151
54,Player 15,780,224,809,294
54,Player 7,1161,294,1205,381
54,Player 9,628,395,687,485
55,Player 5,956,212,983,277
55,Player 21,181,276,216,362
55,Player 3,979,382,1034,472
55,Player 4,610,389,653,471
55,Player 14,387,440,443,546
55,Player 13,613,171,642,240
55,Player 16,552,170,578,233
55,Player 11,765,112,787,166
55,Player 18,426,401,470,505
55,Player 1,1157,147,1191,206
55,Player 8,914,106,932,152
55,Player 15,772,224,802,296
55,Player 7,1152,298,1196,383
55,Player 9,623,392,680,480
56,Player 5,950,213,977,278
56,Player 21,175,276,210,363
56,Player 3,975,381,1032,474
56,Player 4,614,389,657,471
56,Player 14,383,441,439,547
56,Player 13,607,172,636,241
56,Player 16,544,171,570,234
56,Player 11,756,114,778,167
56,Player 1,1153,148,1186,207
56,Player 8,908,108,926,154
56,Player 15,765,225,796,298
56,Player 7,1141,300,1184,383
56,ID 129,410,442,438,502
56,ID 131,387,467,435,548
56,Player 9,619,387,677,477
57,Player 5,943,214,971,279
57,Player 21,168,277,203,364
57,Player 3,974,381,1031,474
57,Player 4,615,388,658,470
57,Player 14,379,441,434,547
57,Player 13,600,173,630,242
57,Player 16,536,171,561,235
57,Player 11,750,115,772,168
57,Player 1,1148,150,1181,209
57,Player 8,902,109,920,155
57,Player 15,756,226,787,300
57,Player 7,1131,302,1174,384
57,ID 129,406,443,433,502
57,ID 131,382,467,431,548
57,Player 9,612,384,671,477
57,ID 135,411,393,442,461
58,Player 5,936,214,963,281
58,Player 21,162,278,197,364
58,Player 3,973,380,1031,475
58,Player 14,375,443,428,547
58,Player 13,593,174,623,242
58,Player 16,528,174,553,237
58,Player 11,743,116,765,169
58,Player 1,1143,152,1174,210
58,Player 8,897,110,915,156
58,Player 15,747,227,778,302
58,Player 7,1122,303,1166,387
58,Player 9,606,382,665,475
58,ID 135,404,392,434,457
59,Player 5,928,215,956,283
59,Player 21,155,279,189,365
59,Player 3,975,381,1031,474
59,Player 4,626,383,667,463
59,Player 14,370,444,424,550
59,Player 13,586,175,615,243
59,Player 16,520,174,544,237
59,Player 11,737,117,758,170
59,Player 1,1137,155,1167,211
59,Player 8,890,112,908,157
59,Player 15,737,229,769,304
59,Player 7,1115,303,1160,390
59,Player 9,598,384,654,473
59,ID 135,393,391,425,460
60,Player 5,920,216,948,285
60,Player 21,147,279,182,365
60,Player 3,976,381,1030,473
60,Player 4,630,381,666,451
60,Player 14,365,447,419,552
60,Player 13,578,175,607,244
60,Player 16,511,175,535,238
60,Player 11,730,117,751,171
60,Player 18,381,391,419,482
60,Player 1,1132,158,1161,212
60,Player 8,884,112,902,158
60,Player 15,728,232,760,306
60,Player 7,1108,304,1153,393
60,Player 9,592,385,645,471
60,ID 135,386,389,419,460
61,Player 5,913,218,941,286
61,Player 21,139,280,173,366
61,Player 3,976,382,1028,472
61,Player 4,631,379,666,448
61,Player 14,360,449,414,553
61,Player 13,570,176,598,244
61,Player 16,502,176,526,239
61,Player 11,723,118,744,172
61,Player 18,369,391,409,488
61,Player 1,1127,162,1155,213
61,Player 8,877,112,896,158
61,Player 15,720,234,750,306
61,Player 7,1101,305,1145,394
61,Player 9,587,387,639,469
62,Player 5,906,219,934,287
62,Player 21,131,281,165,367
62,Player 3,976,383,1025,467
62,Player 4,627,379,666,454
62,Player 14,354,452,409,555
62,Player 13,561,177,589,245
62,Player 16,493,176,517,240
62,Player 11,716,118,737,172
62,Player 18,358,392,400,493
62,Player 1,1120,164,1148,214
62,Player 8,871,112,890,159
62,Player 15,711,235,741,307
62,Player 7,1094,305,1137,394
62,Player 9,581,389,630,466
63,Player 5,898,220,926,288
63,Player 21,123,281,156,367
63,Player 3,973,384,1022,472
63,Player 4,627,378,664,449
63,Player 14,348,454,403,555
63,Player 13,552,177,581,246
63,Player 16,485,177,509,241
63,Player 11,708,119,730,173
63,Player 18,348,395,390,496
63,Player 1,1114,166,1143,215
63,Player 8,865,112,884,159
63,Player 15,702,237,732,308
63,Player 7,1086,306,1128,395
63,Player 9,575,390,624,465
63,ID 138,841,249,874,323
64,Player 5,890,221,918,288
64,Player 21,115,282,148,368
64,Player 3,968,384,1018,473
64,Player 4,623,378,662,449
64,Player 14,341,453,398,556
64,Player 13,543,178,572,248
64,Player 16,477,178,501,242
64,Player 11,701,119,722,174
64,Player 18,341,398,382,496
64,Player 1,1109,166,1139,215
64,Player 8,860,113,879,161
64,Player 15,692,237,723,309
64,Player 7,1077,308,1119,396
64,Player 9,569,391,619,465
64,ID 138,840,249,873,323
65,Player 5,883,222,910,289
65,Player 21,108,282,139,368
65,Player 3,963,383,1014,474
65,Player 4,619,377,659,450
65,Player 14,337,454,394,556
65,Player 13,535,178,564,249
65,Player 16,470,179,494,243
65,Player 11,693,120,715,175
65,Player 18,332,400,373,497
65,Player 1,1106,167,1137,216
65,Player 8,854,114,873,162
65,Player 15,684,238,715,310
65,Player 7,1067,310,1109,397
65,Player 9,563,390,614,465
65,ID 138,833,249,866,323
66,Player 5,874,223,902,290
66,Player 21,101,284,131,369
66,Player 3,960,383,1011,475
66,Player 4,618,376,659,447
66,Player 14,335,469,385,556
66,Player 13,527,179,556,250
66,Player 16,462,179,486,243
66,Player 11,687,121,709,175
66,Player 18,323,400,364,499
66,Player 1,1105,168,1137,215
66,ID 90,560,389,609,464
66,Player 8,849,116,867,163
66,Player 15,675,238,707,313
66,Player 7,1057,313,1099,400
66,ID 129,365,453,394,516
66,Player 9,566,389,614,461
66,ID 138,829,250,861,324
67,Player 5,867,224,895,290
67,Player 21,94,285,124,371
67,Player 3,959,383,1010,475
67,Player 4,618,374,661,447
67,Player 14,333,469,382,555
67,Player 13,519,180,548,251
67,Player 16,454,180,478,244
67,Player 11,678,121,700,177
67,Player 18,312,400,355,499
67,Player 1,1104,170,1136,216
67,ID 90,555,388,608,463
67,Player 8,842,118,861,164
67,Player 15,667,239,699,314
67,Player 7,1048,316,1090,402
67,ID 129,362,453,390,513
67,Player 9,561,387,610,459
67,ID 138,826,251,858,324
68,Player 5,859,225,887,291
68,Player 21,86,285,116,372
68,Player 3,958,383,1009,475
68,Player 4,620,373,664,447
68,Player 14,329,458,383,555
68,Player 13,511,181,540,251
68,Player 16,446,180,469,244
68,Player 11,672,122,694,178
68,Player 18,302,399,345,500
68,Player 1,1102,170,1133,215
