frame,player_number,x1,y1,x2,y2
335,ID 354,97,334,160,442
335,ID 360,183,392,239,513
336,Player 2,153,210,195,301
336,Player 6,869,279,926,397
336,Player 19,230,280,280,390
336,Player 20,600,254,646,360
336,ID 346,427,265,475,372
336,ID 354,89,333,152,441
336,ID 360,173,392,229,513
337,Player 2,138,210,180,301
337,Player 6,858,277,914,395
337,Player 19,217,280,266,389
337,Player 20,590,252,636,358
337,ID 346,413,264,461,371
337,ID 354,84,333,149,441
337,ID 360,164,392,221,514
338,Player 2,124,210,167,301
338,Player 6,848,275,902,395
338,Player 19,206,280,254,388
338,Player 20,583,251,628,356
338,ID 346,401,264,449,372
338,ID 354,83,334,147,443
338,ID 360,158,391,214,514
339,Player 2,112,210,157,301
339,Player 6,840,274,892,394
339,Player 19,196,281,242,386
339,Player 20,576,252,622,360
339,ID 346,391,265,439,373
339,ID 354,85,336,147,443
339,ID 360,152,391,208,515
340,Player 2,101,208,146,300
340,Player 6,831,273,883,392
340,Player 19,187,281,233,386
340,Player 20,568,252,614,361
340,ID 346,381,264,428,373
340,ID 354,88,336,149,443
340,ID 360,145,390,202,516
341,Player 2,89,206,136,300
341,Player 6,823,275,873,394
341,Player 19,179,282,225,386
341,Player 20,563,255,608,363
341,ID 346,373,265,421,374
341,ID 354,86,336,147,444
341,ID 360,139,392,195,518
342,Player 2,78,204,127,301
342,Player 6,815,277,863,395
342,Player 19,174,281,220,386
342,Player 20,558,260,602,365
342,ID 346,365,268,412,374
342,ID 354,85,335,146,444
342,ID 360,130,393,186,519
342,ID 361,175,282,217,351
342,ID 401,888,285,913,327
343,Player 2,68,202,118,300
343,Player 6,806,280,854,395
343,Player 19,164,279,210,383
343,Player 20,552,264,595,367
343,ID 346,356,266,403,372
343,ID 354,84,333,145,440
343,ID 360,127,394,181,519
343,ID 361,166,281,208,350
343,ID 376,159,311,221,385
343,ID 401,887,287,912,328
343,ID 405,261,236,283,332
344,Player 2,60,201,111,301
344,Player 6,799,282,846,396
344,Player 19,156,279,202,382
344,Player 20,547,268,591,369
344,ID 346,346,265,393,373
344,ID 354,86,333,146,438
344,ID 360,123,397,176,520
344,ID 361,158,280,202,352
344,ID 376,153,301,215,376
344,ID 405,255,237,277,333
345,Player 2,52,201,104,301
345,Player 6,792,282,839,396
345,Player 19,166,296,205,384
345,Player 20,543,269,588,370
345,ID 346,339,265,387,375
345,ID 354,90,334,152,441
345,ID 360,119,400,172,521
345,ID 361,152,286,197,360
345,ID 405,246,238,269,335
346,Player 2,40,200,93,301
346,Player 6,787,281,833,393
346,Player 19,166,306,199,382
346,Player 20,542,268,588,369
346,ID 346,329,264,378,374
346,ID 354,90,334,151,441
346,ID 360,116,400,169,521
346,ID 361,144,286,189,361
346,ID 405,241,237,263,334
346,ID 415,123,336,166,438
347,Player 2,33,203,87,303
347,Player 6,782,283,828,392
347,Player 19,162,306,196,384
347,Player 20,543,269,589,367
347,ID 346,322,265,370,376
347,ID 360,112,401,165,523
347,ID 361,151,282,196,358
347,ID 376,131,299,174,350
347,ID 405,235,238,257,336
347,ID 415,126,337,168,437
348,Player 2,24,205,78,303
348,Player 6,778,281,824,391
348,Player 19,153,288,195,384
348,Player 20,544,267,591,365
348,ID 346,313,265,360,376
348,ID 360,107,399,162,523
348,ID 361,145,281,190,359
348,ID 376,124,292,163,341
348,ID 405,229,239,252,337
348,ID 415,133,337,178,445
349,Player 2,17,207,73,303
349,Player 6,773,279,819,390
349,Player 19,150,284,193,383
349,Player 20,547,265,595,364
349,ID 346,306,266,352,375
349,ID 360,105,399,160,523
349,ID 376,117,289,154,339
349,ID 405,224,239,247,337
349,ID 415,139,338,184,447
349,ID 425,849,306,877,339
350,Player 2,10,208,68,305
350,Player 6,767,279,813,392
350,Player 19,145,282,188,383
350,Player 20,549,263,597,366
350,ID 346,300,269,346,377
350,ID 360,103,400,157,524
350,ID 361,146,281,187,353
350,ID 376,109,284,145,331
350,ID 405,219,240,242,339
350,ID 415,147,336,191,442
350,ID 425,846,310,873,341
350,ID 428,139,303,158,350
351,Player 2,6,208,66,305
351,Player 6,762,278,808,392
351,Player 20,549,259,598,365
351,ID 346,294,270,339,378
351,ID 360,97,401,152,524
351,ID 361,141,281,181,352
351,ID 405,215,240,238,340
351,ID 415,150,333,196,444
351,ID 425,843,313,866,341
351,ID 428,139,304,157,351
352,Player 2,5,207,65,304
352,Player 6,757,278,803,391
352,Player 19,139,277,182,382
352,Player 20,549,255,599,365
352,ID 346,290,271,333,377
352,ID 360,103,398,154,518
352,ID 361,120,281,157,346
352,ID 405,211,240,234,338
352,ID 415,159,332,206,445
352,ID 425,839,313,862,340
352,ID 431,115,396,145,480
352,ID 432,108,462,151,521
352,ID 433,114,284,147,344
353,Player 2,2,207,64,304
353,Player 6,752,278,798,391
353,ID 301,578,253,605,309
353,Player 19,137,275,181,383
353,Player 20,550,253,601,364
353,ID 346,287,272,328,372
353,ID 360,105,399,154,518
353,ID 361,112,277,150,344
353,ID 405,208,240,231,339
353,ID 415,171,334,218,447
353,ID 425,836,314,860,340
353,ID 431,115,395,146,481
353,ID 432,111,462,154,522
353,ID 433,112,285,145,343
353,ID 434,520,166,535,189
354,Player 2,0,210,60,307
354,Player 6,748,281,793,394
354,ID 301,584,252,610,308
354,Player 19,137,279,180,387
354,Player 20,551,256,603,364
354,ID 346,283,276,324,376
354,ID 360,106,401,156,525
354,ID 361,108,277,145,345
354,ID 405,206,243,228,333
354,ID 415,181,342,226,453
354,ID 425,832,313,859,343
354,ID 432,112,462,155,522
354,ID 434,517,170,533,193
354,ID 436,0,211,44,307
355,Player 2,0,214,59,308
355,Player 6,744,284,789,396
355,Player 19,134,279,178,389
355,Player 20,553,257,605,364
355,ID 346,281,279,317,366
355,ID 360,106,403,154,526
355,ID 361,103,276,142,347
355,ID 405,203,245,226,340
355,ID 415,187,347,230,456
355,ID 425,830,315,857,345
355,ID 432,108,455,159,528
355,ID 434,515,172,530,195
355,ID 436,0,212,42,308
355,ID 437,204,275,226,345
356,Player 2,0,215,57,306
356,Player 6,740,284,784,395
356,Player 19,133,279,176,389
356,Player 20,556,258,607,362
356,ID 346,275,279,314,375
356,ID 360,107,402,153,522
356,ID 361,99,271,141,346
356,ID 405,199,246,222,341
356,ID 415,195,344,238,456
356,ID 425,828,312,857,344
356,ID 431,116,401,144,478
356,ID 432,108,454,159,527
356,ID 434,513,174,528,197
356,ID 437,201,280,220,342
356,ID 438,201,244,224,303
357,Player 2,0,218,52,303
357,Player 6,736,285,779,392
357,Player 19,132,280,173,388
357,Player 20,563,258,615,362
357,ID 346,275,279,307,357
357,ID 360,109,402,156,526
357,ID 361,94,263,141,345
357,ID 405,197,243,221,342
357,ID 415,203,340,247,453
357,ID 425,827,310,856,343
357,ID 431,116,402,144,478
357,ID 432,107,452,160,529
357,ID 434,509,170,525,195
357,ID 436,0,218,37,301
357,ID 437,200,283,218,340
357,ID 438,200,243,223,302
358,Player 2,0,222,51,305
358,Player 6,732,289,774,393
358,Player 19,130,283,171,390
358,Player 20,569,261,622,365
358,ID 346,269,280,300,355
358,ID 360,110,406,158,530
358,ID 361,91,265,138,343
358,ID 405,196,245,220,346
358,ID 415,208,342,253,456
358,ID 425,827,312,857,346
358,ID 432,106,446,166,531
358,ID 434,507,173,523,197
358,ID 436,0,220,35,300
359,Player 2,0,226,51,310
359,Player 6,726,292,767,393
359,Player 19,129,287,170,394
359,Player 20,573,264,626,367
359,ID 346,270,287,301,359
359,ID 360,111,409,161,533
359,ID 361,90,267,138,344
359,ID 405,192,246,217,347
359,ID 415,214,345,259,456
359,ID 425,825,313,855,346
359,ID 432,106,443,168,533
359,ID 434,505,176,521,200
359,ID 437,193,287,213,350
359,ID 438,192,250,221,322
360,Player 2,0,226,52,311
360,Player 6,721,291,762,394
360,Player 19,128,287,169,394
360,Player 20,576,262,627,364
360,ID 346,269,288,297,353
360,ID 360,110,410,161,534
360,ID 361,89,265,139,344
360,ID 405,192,248,217,347
360,ID 415,221,341,268,451
360,ID 434,503,178,519,202
360,ID 437,191,286,211,350
360,ID 438,190,251,220,327
361,Player 2,0,222,55,307
361,Player 6,718,284,757,382
361,Player 19,127,284,168,390
361,Player 20,578,255,631,362
361,ID 346,266,284,297,354
361,ID 360,108,406,160,531
361,ID 361,89,259,139,339
361,ID 401,830,310,851,343
361,ID 405,191,245,216,345
361,ID 415,228,337,277,448
361,ID 437,190,277,211,346
362,Player 2,1,220,58,307
362,Player 6,714,280,755,382
362,Player 19,127,284,167,388
362,Player 20,580,252,634,361
362,ID 346,264,286,295,356
362,ID 360,107,407,160,531
362,ID 361,89,256,139,340
362,ID 401,828,312,849,345
362,ID 405,190,245,215,342
362,ID 415,236,337,288,454
362,ID 434,501,173,517,199
362,ID 437,188,271,211,346
362,ID 438,189,246,216,314
363,Player 2,2,224,61,311
363,Player 6,710,282,753,390
363,Player 19,123,286,163,391
363,Player 20,584,256,636,361
363,ID 346,262,291,293,362
363,ID 360,107,411,161,536
363,ID 361,92,256,144,344
363,ID 401,825,313,846,346
363,ID 405,187,245,212,342
363,ID 415,252,344,302,456
363,ID 434,500,176,516,201
363,ID 437,187,282,209,350
363,ID 438,189,250,214,310
364,Player 2,4,227,64,314
364,Player 6,706,282,751,393
364,Player 19,123,287,163,393
364,Player 20,589,258,640,363
364,ID 346,261,295,292,362
364,ID 360,109,412,163,537
364,ID 361,95,255,148,344
364,ID 405,187,252,214,353
364,ID 415,268,347,316,457
364,ID 432,113,465,164,537
364,ID 434,500,179,515,204
364,ID 436,3,236,41,315
364,ID 437,185,282,207,351
364,ID 438,188,251,213,311
365,Player 2,9,228,70,315
365,Player 6,703,282,749,392
365,Player 19,124,288,163,393
365,Player 20,595,260,645,363
365,ID 346,262,296,292,361
365,ID 360,113,413,166,537
365,ID 361,99,253,151,339
365,ID 405,186,253,213,354
365,ID 415,281,346,331,458
365,ID 432,115,462,167,537
365,ID 434,498,180,514,205
365,ID 436,8,236,49,316
366,Player 2,9,227,72,315
366,Player 6,700,282,747,391
366,Player 19,125,288,163,392
366,Player 20,601,260,649,362
366,ID 346,261,296,292,364
366,ID 360,116,412,168,536
366,ID 361,103,251,153,336
366,ID 405,186,254,212,354
366,ID 415,289,343,341,458
366,ID 432,116,454,171,536
366,ID 436,9,232,52,315
367,Player 2,11,224,76,313
367,Player 6,693,281,741,390
367,Player 19,125,286,163,391
367,Player 20,607,260,653,362
367,ID 346,260,295,292,364
367,ID 360,121,409,172,535
367,ID 361,107,248,156,333
367,ID 405,185,251,212,353
367,ID 415,298,340,351,452
367,ID 432,116,453,172,536
367,ID 436,9,227,54,312
368,Player 2,8,223,75,314
368,Player 6,684,281,730,390
368,Player 19,127,287,164,391
368,Player 20,612,259,658,363
368,ID 346,259,296,290,363
368,ID 360,125,410,176,536
368,ID 361,111,248,159,333
368,ID 405,184,252,211,353
368,ID 415,307,340,361,452
368,ID 433,120,250,154,313
368,ID 434,500,179,515,203
368,ID 436,10,228,55,313
369,Player 2,10,226,76,317
369,Player 6,679,285,724,392
369,Player 19,126,289,163,393
369,Player 20,617,259,663,363
369,ID 346,259,300,289,364
369,ID 360,130,413,181,540
369,ID 361,116,251,163,334
369,ID 405,185,256,210,354
369,ID 415,318,344,373,456
369,ID 433,120,247,155,311
369,ID 434,499,180,514,204
369,ID 437,187,300,206,356
369,ID 443,117,291,144,343
370,Player 2,17,232,78,317
370,Player 6,674,284,720,394
370,Player 19,122,290,160,394
370,Player 20,622,257,667,361
370,ID 346,259,301,290,365
370,ID 360,132,414,184,541
370,ID 361,116,250,163,334
370,ID 405,185,258,210,355
370,ID 415,326,347,381,459
370,ID 433,126,250,162,314
370,ID 434,501,182,515,206
370,ID 437,187,301,206,357
370,ID 443,117,292,144,344
370,ID 445,19,226,101,317
371,Player 2,18,233,79,317
371,Player 6,670,280,716,392
371,Player 19,121,288,159,392
371,Player 20,626,254,670,358
371,ID 346,257,300,289,364
371,ID 360,133,411,186,539
371,ID 361,117,246,166,332
371,ID 405,184,256,210,355
371,ID 415,338,345,390,453
371,ID 433,127,248,163,312
371,ID 434,501,181,515,205
371,ID 437,186,303,205,357
371,ID 445,25,223,107,314
372,Player 6,665,280,711,392
372,Player 19,119,288,158,392
372,Player 20,630,253,674,357
372,ID 346,256,301,287,364
372,ID 360,134,412,188,540
372,ID 361,118,245,166,331
372,ID 405,183,257,209,356
372,ID 415,347,345,399,454
372,ID 434,500,182,515,206
372,ID 445,28,222,110,313
